No,Date_upload,Day_upload,Time_upload,video,Views,Length,Likes,Dislikes,Comments,the_channel,Category,subs_view_percentage,Ratings
529,27-09-2020,Sunday,18:00:00,First 1st Day vs 1 Year At Work,340778,04:37:00,9000,102,532,Wah Banana,VS,25.91,98.88
530,06-09-2020,Sunday,18:00:00,Eighteen 18 vs 25,477223,05:42:00,14000,192,919,Wah Banana,VS,36.29,98.68
531,02-08-2020,Sunday,18:00:00,Their Problems VS My Problems,599327,04:41:00,13000,224,808,Wah Banana,VS,45.60,98.42
532,12-07-2020,Sunday,18:00:00,Perfect Boyfriend VS Your Boyfriend,288906,03:30:00,8700,126,1001,Wah Banana,VS,21.92,98.57
533,19-01-2020,Sunday,17:59:00,BROS FOR LIFE,327723,03:23:00,7800,153,448,Wah Banana,VS,24.85,98.08
534,15-12-2019,Sunday,17:53:00,UNDERCOVER VS GANG,373110,05:09:00,7700,172,487,Wah Banana,VS,28.29,97.82
535,08-12-2019,Sunday,18:00:00,Boomer vs Millennial,937303,04:26:00,17000,488,2010,Wah Banana,VS,71.03,97.35
536,16-06-2019,Sunday,18:00:00,Childhood VS Adulthood,1096041,04:04:00,16000,425,1043,Wah Banana,VS,83.06,97.49
537,26-05-2019,Sunday,18:00:00,Boyfriend vs AI,825065,03:59:00,13000,360,1036,Wah Banana,VS,62.53,97.48
538,23-12-2018,Sunday,18:00:00,You With Date vs You With Friends,997919,03:42:00,14000,369,693,Wah Banana,VS,75.60,97.44
539,11-11-2018,Sunday,17:28:00,iPhone vs Android,4093411,03:33:00,8300,6100,8151,Wah Banana,VS,100,93.21
540,13-05-2018,Sunday,17:54:00,Your Mother vs My Mother,20955533,04:43:00,262000,9200,19065,Wah Banana,VS,100,96.91
541,18-03-2018,Sunday,17:38:00,People My Age VS Me,1735511,03:16:00,22000,631,976,Wah Banana,VS,100,97.26
542,11-03-2018,Sunday,18:43:00,You As Student VS Grown Up,1873454,04:00:00,17000,601,754,Wah Banana,VS,100,96.71
543,21-02-2021,Sunday,15:00:00,Fourty 40 Staff vs $888 - What Happens When,104170,17:07:00,2500,50,559,Ryan Sylvia,What Happens When,10.42,98.07
544,14-02-2021,Sunday,15:00:00,What Happens When We Get Attacked By Monkeys On Valentine? Day,165437,19:59:00,2000,138,621,Ryan Sylvia,What Happens When,16.54,93.76
545,07-02-2021,Sunday,15:00:00,What Happens When A 32-Year Old Single Man Tries To Impress A Maid!,441836,23:55:00,1800,182,695,Ryan Sylvia,What Happens When,44.18,90.97
546,12-01-2020,Sunday,21:00:00,What to Expect in 2020,902443,11:46:00,34000,529,5195,JianHao Tan,RECOMMENDED(TOP PICK),19.62,98.48
547,17-05-2020,Sunday,21:00:00,A Day in JianHao's Life as a Dad (In Quarantine),2610309,11:21:00,77000,1200,12856,JianHao Tan,Baby Starley,56.87,98.44
548,19-01-2020,Sunday,21:00:00,"Meet Our Baby, Starley!",3430441,11:12:00,96000,1700,13312,JianHao Tan,Baby Starley,74.74,98.26
549,22-09-2019,Sunday,21:00:00,"Welcome to the World, Baby Starley",7199141,10:18:00,233000,2900,39734,JianHao Tan,Baby Starley,100.00,98.76
550,05-08-2018,Sunday,18:38:00,Singapore in 2118,1846391,04:33:00,22000,880,2265,Wah Banana,Bananas' Choice,100,96.21
551,27-05-2018,Sunday,17:38:00,My Girlfriend is Sherlock Holmes,2103684,04:13:00,27000,673,1641,Wah Banana,Bananas' Choice,100,97.61
552,28-01-2018,Sunday,17:38:00,Gaming Evolution,582051,05:41:00,15000,492,1670,Wah Banana,Bananas' Choice,44.09,96.90
553,27-09-2020,Sunday,15:00:00,DUMB Mistakes We Make On Set (FUNNY),190246,09:45:00,3400,50,239,Ryan Sylvia,BEHIND THE SCENES,19.02,98.59
554,24-05-2020,Sunday,15:00:00,Try Not To Laugh! *DELETED SCENES*,324774,14:42:00,5200,111,385,Ryan Sylvia,BEHIND THE SCENES,32.51,97.92
555,29-12-2019,Sunday,15:00:00,NOC Recap 2019,181689,11:55:00,4800,87,438,Ryan Sylvia,BEHIND THE SCENES,18.17,98.26
556,17-03-2019,Sunday,15:00:00,Are You A Game of Thrones Fan?,170397,05:07:00,3400,302,432,Ryan Sylvia,BEHIND THE SCENES,17.04,91.86
557,12-08-2018,Sunday,15:00:00,BTS: Singapore Like You’ve Never Seen Before,225226,13:12:00,4300,109,682,Ryan Sylvia,BEHIND THE SCENES,22.52,97.57
558,11-02-2018,Sunday,15:00:00,Mr Wong's Hokkien Word of the Day Ep 10: Zodiac 2018,241927,05:43:00,3600,178,409,Ryan Sylvia,BEHIND THE SCENES,24.19,95.41
559,18-03-2018,Sunday,21:00:00,SPICY MUKBANG CHALLENGE,4105976,11:28:00,52000,1500,6356,JianHao Tan,CHALLENGES,89.45,97.07
560,04-03-2018,Sunday,19:30:00,YOUTUBER DODGEBALL CHALLENGE,6321944,13:50:00,71000,3000,11494,JianHao Tan,CHALLENGES,100.00,96.32
