No,Date_upload,Day_upload,Time_upload,video,Views,Length,Likes,Dislikes,Comments,the_channel,Category,subs_view_percentage,Ratings
169,06-09-2019,Friday,15:00:00,Food King Singapore: 3 Star Vegetarian Chicken Rice,484686,15:24:00,5900,161,533,Ryan Sylvia,Food King Singapore 2019,48.49,97.37
170,22-02-2019,Friday,15:00:00,Food King Singapore: 3 Star Affordable Meals in Town!,488992,15:52:00,4800,157,313,Ryan Sylvia,Food King Singapore 2019,48.92,96.85
171,21-06-2019,Friday,15:00:00,Food King Singapore: The Best Food at Marine Parade Hawker Centre!,489262,16:50:00,5000,180,591,Ryan Sylvia,Food King Singapore 2019,48.94,96.56
172,04-10-2019,Friday,15:00:00,Food King Singapore: The Spiciest Food in SG?!,531868,16:09:00,5000,172,413,Ryan Sylvia,Food King Singapore 2019,53.21,96.72
173,31-05-2019,Friday,18:21:00,Food King Singapore: $2 Cheap and Good!,560947,16:48:00,7400,195,679,Ryan Sylvia,Food King Singapore 2019,56.11,97.46
174,14-06-2019,Friday,15:00:00,Food King Singapore: The Dish that Made Ryan Close His Restaurant!,561927,20:27:00,5500,182,377,Ryan Sylvia,Food King Singapore 2019,56.21,96.80
175,12-07-2019,Friday,15:00:00,Food King Singapore: 100th Episode Special!!!,783758,04:20:00,9800,2000,750,Ryan Sylvia,Food King Singapore 2019,78.42,97.21
176,08-02-2019,Friday,15:00:00,Food King Singapore: The Best Roti Prata in SG?!,810279,13:34:00,7200,367,1062,Ryan Sylvia,Food King Singapore 2019,81.05,95.16
177,18-10-2019,Friday,15:00:00,Food King Singapore: $2.50 vs $22.80 Instant Food!,952138,21:20:00,8800,292,678,Ryan Sylvia,Food King Singapore 2019,95.21,96.82
178,11-12-2020,Friday,15:00:00,Giving Away $1000 For You To EAT!,139722,19:41:00,1800,73,182,Ryan Sylvia,Food King Singapore 2020,13.98,96.23
179,25-12-2020,Friday,15:00:00,Our New Favourite Hot Pot?!,160189,18:48:00,2300,181,151,Ryan Sylvia,Food King Singapore 2020,16.03,92.85
180,18-12-2020,Friday,15:00:00,All We Want For Christmas Is THIS DISH!,178401,22:58:00,2200,91,206,Ryan Sylvia,Food King Singapore 2020,17.86,96.19
181,04-09-2020,Friday,15:00:00,Food King Singapore: $88 vs $888 Mooncake!,203160,18:24:00,3500,106,349,Ryan Sylvia,Food King Singapore 2020,20.32,97.07
182,27-11-2020,Friday,15:00:00,Why We No Longer Eat Chilli Crab,208431,19:07:00,2400,108,240,Ryan Sylvia,Food King Singapore 2020,20.86,95.83
183,13-11-2020,Friday,15:00:00,We Tried Duck's Brain?!,215998,17:55:00,2800,102,276,Ryan Sylvia,Food King Singapore 2020,21.61,96.49
184,26-06-2020,Friday,15:00:00,Food King Singapore: We Did An ASMR Mukbang!,218999,18:05:00,3600,302,549,Ryan Sylvia,Food King Singapore 2020,21.91,92.36
185,21-02-2020,Friday,15:00:00,Food King Singapore: Healthy Japanese Food Under $8?!,224229,16:47:00,2800,288,257,Ryan Sylvia,Food King Singapore 2020,22.43,90.75
186,06-11-2020,Friday,15:00:00,We Try Cooking With Only An Airfryer!,229137,16:24:00,4100,109,639,Ryan Sylvia,Food King Singapore 2020,22.94,97.44
187,16-10-2020,Friday,15:00:00,What To Order In For Your Next House Party!,241914,18:50:00,3800,103,334,Ryan Sylvia,Food King Singapore 2020,24.21,97.40
188,23-10-2020,Friday,15:00:00,Exquisite Food To Spice Up Your Love Life,249320,18:46:00,3500,114,322,Ryan Sylvia,Food King Singapore 2020,24.96,96.92
189,30-10-2020,Friday,15:00:00,Four dollar $4 vs $140 Instant Food!,250675,15:08:00,3100,124,206,Ryan Sylvia,Food King Singapore 2020,25.09,96.22
190,10-01-2020,Friday,15:00:00,Food King Singapore: The TOP snacks you MUST buy this Chinese New Year,258752,18:05:00,3400,84,248,Ryan Sylvia,Food King Singapore 2020,25.88,97.61
191,02-10-2020,Friday,15:00:00,Snacks You Should NOT Buy!,269279,21:27:00,3700,96,531,Ryan Sylvia,Food King Singapore 2020,26.95,97.50
192,20-11-2020,Friday,15:00:00,Our First Ever Korean Episode!,271481,17:27:00,4000,304,567,Ryan Sylvia,Food King Singapore 2020,27.18,93.03
193,04-12-2020,Friday,15:00:00,The BEST Hawker Food Of 2020!!,276137,16:57:00,4300,127,353,Ryan Sylvia,Food King Singapore 2020,27.64,97.13
194,21-08-2020,Friday,15:00:00,Food King Singapore: We Made The Viral TikTok Cloud Bread!,285137,16:58:00,5500,210,677,Ryan Sylvia,Food King Singapore 2020,28.52,96.33
195,27-11-2020,Friday,15:00:00,Food King Singapore: We Try Pork Biryani For The First Time!,299434,16:30:00,4200,166,483,Ryan Sylvia,Food King Singapore 2020,29.97,96.21
196,28-08-2020,Friday,15:00:00,Food King Singapore: Chicken Rice Ice Cream!,299985,19:21:00,5200,313,584,Ryan Sylvia,Food King Singapore 2020,30.01,94.35
197,18-09-2020,Friday,15:00:00,Is This The Cheapest Hawker Food?!,301438,18:10:00,4700,155,915,Ryan Sylvia,Food King Singapore 2020,30.16,96.86
198,22-05-2020,Friday,19:00:00,Food King Singapore: Order This For Your Family Dinner!,314458,14:12:00,4400,127,467,Ryan Sylvia,Food King Singapore 2020,31.46,97.24
199,03-01-2020,Friday,15:00:00,Food King Singapore: The Most Exotic Chinese New Year Dishes!,328209,17:22:00,4000,98,328,Ryan Sylvia,Food King Singapore 2020,32.82,97.62
200,19-06-2020,Friday,15:00:00,Food King Singapore: Weirdest Snacks You MUST TRY!!,329663,18:15:00,5200,97,485,Ryan Sylvia,Food King Singapore 2020,32.99,98.18
201,07-02-2020,Friday,15:00:00,Food King Singapore: Cheap Taiwanese Food Under $10!,342709,14:24:00,3500,93,287,Ryan Sylvia,Food King Singapore 2020,34.28,97.44
202,11-09-2020,Friday,15:00:00,Halal Food Recommended By Our Exes!,347825,18:29:00,6500,175,748,Ryan Sylvia,Food King Singapore 2020,34.80,97.38
203,09-10-2020,Friday,15:00:00,Three 3 New Food King Hosts?!,352128,18:02:00,5600,198,1544,Ryan Sylvia,Food King Singapore 2020,35.22,96.60
204,06-03-2020,Friday,15:00:00,Food King Singapore: We Had the BEST Movie Theatre Food!,357638,16:27:00,4300,134,632,Ryan Sylvia,Food King Singapore 2020,35.78,97.03
205,24-04-2020,Friday,15:00:00,Food King Singapore: How to Make the BEST Steamed Eggs!,363878,19:16:00,5000,190,586,Ryan Sylvia,Food King Singapore 2020,36.40,96.36
206,15-05-2020,Friday,19:00:00,Food King Singapore: Where To Order The Best Thai Food!,365883,19:00:00,5300,179,668,Ryan Sylvia,Food King Singapore 2020,36.61,96.74
207,17-07-2020,Friday,15:00:00,Food King Singapore: The BEST Nasi Lemak In SG?!,371544,17:34:00,4700,159,629,Ryan Sylvia,Food King Singapore 2020,37.18,96.78
208,08-05-2020,Friday,15:00:00,Food King Singapore: Weird Food Combinations to Try During Circuit Breaker!,381959,19:07:00,5900,171,886,Ryan Sylvia,Food King Singapore 2020,38.21,97.19
209,20-03-2020,Friday,15:00:00,Food King Singapore: We Found the Best Curry Rice!,381984,13:32:00,4300,140,548,Ryan Sylvia,Food King Singapore 2020,38.22,96.86
210,03-04-2020,Friday,15:00:00,Food King Singapore: We Tried Exclusive Dishes at Jewel Changi Airport!,386904,16:18:00,4600,130,403,Ryan Sylvia,Food King Singapore 2020,38.71,97.30
211,01-05-2020,Friday,15:00:00,Food King Singapore: Our New Favourite Hokkien Mee?!,388229,16:36:00,4700,170,458,Ryan Sylvia,Food King Singapore 2020,38.84,96.57
212,07-08-2020,Friday,15:00:00,Food King Singapore: 3 Star Mala Xiang Guo?!,401890,17:39:00,5000,164,628,Ryan Sylvia,Food King Singapore 2020,40.22,96.85
213,12-06-2020,Friday,15:00:00,Food King Singapore: We Cooked a Meal Under 5 Minutes!,413563,23:24:00,6200,155,631,Ryan Sylvia,Food King Singapore 2020,41.36,97.58
214,27-03-2020,Friday,15:00:00,Food King Singapore: Best vs Worst Healthy Instant Food!,417351,19:50:00,5400,192,461,Ryan Sylvia,Food King Singapore 2020,41.76,96.58
215,13-03-2020,Sunday,15:00:00,Food King Singapore: Mind-blowing Food in the North!,470159,14:29:00,5700,167,656,Ryan Sylvia,Food King Singapore 2020,47.04,97.18
216,10-07-2020,Friday,15:00:00,Food King Singapore: TOP FAN Recommendations in the West!,437178,19:22:00,6100,162,619,Ryan Sylvia,Food King Singapore 2020,43.75,97.42
217,31-07-2020,Friday,15:00:00,Food King Singapore: The BEST Halal Chicken Rice?!,438213,16:54:00,5800,164,629,Ryan Sylvia,Food King Singapore 2020,43.85,97.27
218,10-04-2020,Friday,15:00:00,Food King Singapore: Steak That Made Us CRY!,443973,14:50:00,5600,169,659,Ryan Sylvia,Food King Singapore 2020,44.42,97.10
219,17-04-2020,Friday,15:00:00,Food King Singapore: Food Delivery ? Circuit Breaker Edition!,462167,20:23:00,5600,173,576,Ryan Sylvia,Food King Singapore 2020,46.24,97.02
220,24-07-2020,Friday,15:00:00,Food King Singapore: Are Ben Kheng's Recommendations Food King Good?!,500565,19:28:00,7200,215,721,Ryan Sylvia,Food King Singapore 2020,50.10,97.12
221,29-05-2020,Friday,15:00:00,"Food King Singapore: FUNNIEST Moments | Clapbacks, Jokes, And Singing!",595317,01:08:00,11000,151,838,Ryan Sylvia,Food King Singapore 2020,59.63,98.72
222,05-06-2020,Friday,15:00:00,Food King Singapore: $3 vs $300 Food Delivery!,609320,20:55:00,12000,282,1643,Ryan Sylvia,Food King Singapore 2020,60.98,97.83
223,25-09-2020,Friday,15:00:00,Asian Mum VS Uncle Roger's FRIED RICE!,791592,15:53:00,19000,1300,2309,Ryan Sylvia,Food King Singapore 2020,79.23,93.69
224,25-02-2021,Thursday,20:05:00,What To Eat At East Coast Lagoon Food Village! | Food King Livestream,71065,12:00:00,948,34,56,Ryan Sylvia,Food King Singapore 2021,7.11,96.49
225,01-01-2021,Friday,15:02:00,Top SNACKS To Upgrade Your Year!!,141728,18:22:00,2000,151,154,Ryan Sylvia,Food King Singapore 2021,14.17,93.08
226,15-01-2021,Friday,15:00:00,We Try $148 Chinese New Year Snacks! | Food King Singapore,171571,23:14:00,2100,118,213,Ryan Sylvia,Food King Singapore 2021,17.16,94.71
227,22-01-2021,Friday,15:00:00,The ULTIMATE Reunion Dinner Guide! | Food King Singapore,194584,22:11:00,2400,96,194,Ryan Sylvia,Food King Singapore 2021,19.46,96.16
228,05-02-2021,Friday,15:00:00,Valentine's Day In A Hawker Centre?!,203702,19:12:00,2700,84,221,Ryan Sylvia,Food King Singapore 2021,20.37,97.06
229,08-01-2021,Friday,15:00:00,New Hawker Food You Must Try in 2021!,214517,13:46:00,3500,90,245,Ryan Sylvia,Food King Singapore 2021,21.45,97.54
230,12-02-2021,Friday,15:00:00,Our Last Episode After 3 Years! | Food King Singapore,231125,18:16:00,2900,139,300,Ryan Sylvia,Food King Singapore 2021,23.11,95.44
231,29-01-2021,Friday,15:00:00,Are Minister Edwin Tong's Recommendations Food King Good?!,256750,17:40:00,6100,157,409,Ryan Sylvia,Food King Singapore 2021,25.67,97.53
232,06-12-2020,Sunday,15:00:00,THE TRUTH: REAL GAMERS ONLY,251441,10:00:00,2000,115,262,Ryan Sylvia,GAMER,25.16,94.77
233,31-01-2021,Sunday,18:00:00,How People Quarantine Around the World,136613,03:37:00,5100,102,569,Wah Banana,How People_,10.33,98.07
234,24-01-2021,Sunday,17:55:00,How People React to MAGIC,131946,06:07:00,4600,51,360,Wah Banana,How People_,10.00,98.93
235,11-10-2020,Sunday,18:00:00,Tall People Problems,392501,04:22:00,10000,167,1134,Wah Banana,How People_,29.90,98.48
236,20-09-2020,Sunday,17:57:00,How People Play Rock Paper Scissors,233950,03:47:00,6600,137,1065,Wah Banana,How People_,17.80,98.00
237,05-04-2020,Sunday,17:29:00,Reactions to Singapore's New COVID-19 Measures,451456,03:22:00,9700,186,820,Wah Banana,How People_,34.22,98.13
238,01-09-2019,Sunday,18:00:00,How People Lie,695553,04:05:00,13000,359,792,Wah Banana,How People_,52.73,97.40
239,02-06-2019,Sunday,17:42:00,How People Order Food Online,1199056,03:37:00,16000,435,778,Wah Banana,How People_,90.88,97.40
240,28-04-2019,Sunday,17:47:00,People During Emergencies,643546,03:16:00,11000,275,701,Wah Banana,How People_,48.78,97.67
241,24-03-2019,Sunday,18:00:00,How People Laugh,622571,03:00:00,15000,382,1863,Wah Banana,How People_,47.18,97.62
242,24-02-2019,Sunday,18:00:00,People In A Dance Class,1229829,04:18:00,19000,436,1081,Wah Banana,How People_,93.21,97.76
243,03-02-2019,Sunday,18:00:00,How People Eat Hotpot,2424877,04:00:00,21000,674,1518,Wah Banana,How People_,100,97.02
244,30-12-2018,Sunday,18:00:00,People During Countdown,1077446,04:38:00,15000,418,1273,Wah Banana,How People_,81.62,97.45
245,16-12-2018,Sunday,18:00:00,People During Christmas Gift Exchange,1379310,04:49:00,13000,439,909,Wah Banana,How People_,100,96.75
246,02-12-2018,Sunday,18:00:00,How People Quarrel,825873,03:43:00,12000,297,923,Wah Banana,How People_,62.57,97.76
247,07-10-2018,Sunday,18:00:00,People During Exams,3309855,04:44:00,33000,1400,2881,Wah Banana,How People_,100,95.92
248,12-08-2018,Sunday,18:00:00,People Doing Presentations,486417,04:35:00,8800,206,683,Wah Banana,How People_,36.85,97.72
249,24-06-2018,Sunday,18:00:00,People During World Cup Season,644940,04:48:00,8100,232,712,Wah Banana,How People_,48.86,97.22
250,03-06-2018,Sunday,17:47:00,Things We Do Before Sleep,785615,03:50:00,13000,291,1622,Wah Banana,How People_,59.52,97.84
251,22-04-2018,Sunday,18:00:00,How People Pose For Cameras,956688,04:29:00,14000,322,855,Wah Banana,How People_,72.48,97.87
252,14-07-2018,Saturday,15:00:00,How To Choose Your Career?,127377,11:12:00,3600,108,316,Ryan Sylvia,How To_,12.74,97.15
253,15-11-2020,Sunday,15:00:00,How To Make Your Home Cozy & Modern! (MYSTERY HOUSE TOUR),449316,03:45:00,7200,251,910,Ryan Sylvia,How To_,45.44,96.67
254,18-10-2020,Sunday,17:59:00,How To Save A Mistake,575497,05:11:00,14000,191,923,Wah Banana,How To_,43.78,98.70
255,23-08-2020,Sunday,15:00:00,How To Work Smart And Not Hard,214151,13:39:00,400,272,1697,Ryan Sylvia,How To_,21.42,93.64
256,26-07-2020,Sunday,18:00:00,How To Catch A Simp,304669,06:53:00,8900,228,1064,Wah Banana,How To_,23.14,97.52
257,12-07-2020,Sunday,15:00:00,How To Deal With Bullies,530992,14:37:00,11000,271,1622,Ryan Sylvia,How To_,53.19,97.63
258,17-03-2018,Saturday,15:00:00,How To Deal With Sexual Harassment?,346521,10:00:00,6200,387,790,Ryan Sylvia,How To_,34.65,94.18
259,19-04-2020,Sunday,15:08:00,How to Survive a Virus Pandemic,284065,02:58:00,4600,287,621,Ryan Sylvia,How To_,28.43,94.13
260,19-04-2020,Sunday,17:34:00,How To Spot A F Boy,465898,05:22:00,11000,215,878,Wah Banana,How To_,35.36,98.11
261,12-01-2020,Sunday,18:00:00,How To Spot Toxic Friends,529680,05:04:00,11000,193,763,Wah Banana,How To_,40.18,98.34
262,05-01-2020,Sunday,17:50:00,How To Get Her Number In 2020,408822,04:21:00,9700,233,740,Wah Banana,How To_,31.01,97.66
263,15-09-2019,Sunday,18:00:00,How to Piss Off Your GF,427025,04:37:00,10000,198,766,Wah Banana,How To_,32.36,98.14
264,19-05-2019,Sunday,17:28:00,How To Break A Singaporean,788191,04:07:00,13000,357,851,Wah Banana,How To_,59.75,97.51
265,03-02-2019,Sunday,15:00:00,How To Huat This Chinese New Year!,704100,09:37:00,7000,536,471,Ryan Sylvia,How To_,70.43,92.92
266,05-05-2019,Sunday,20:56:00,Boy or Girl?  - Gender Reveal Party,5339368,11:04:00,128000,2100,22723,JianHao Tan,IT'S PERSONAL(Series about my life),100.00,98.36
267,21-04-2019,Sunday,21:00:00,Q&A With Future Wife,1875179,01:23:00,51000,883,12615,JianHao Tan,IT'S PERSONAL(Series about my life),40.85,98.30
268,14-04-2019,Sunday,21:00:00,We're Having a Baby!,4451105,10:12:00,125000,1900,33794,JianHao Tan,IT'S PERSONAL(Series about my life),96.97,98.48
269,17-03-2019,Sunday,20:48:00,The Big Surprise Proposal - JianHao Tan & Debbie,8038075,21:10:00,244000,3700,44749,JianHao Tan,IT'S PERSONAL(Series about my life),100.00,98.48
270,16-10-2019,Wednesday,15:00:00,We Have A HUGE Announcement!,116452,01:01:00,1700,79,227,Ryan Sylvia,kNOCK OUT! (Reality Show),11.65,95.75
271,08-03-2020,Sunday,15:00:00,What we HATE about each other | kNOCk Out EXPOSED,324366,18:34:00,5800,244,670,Ryan Sylvia,kNOCK OUT! (Reality Show),32.45,96.00
272,01-03-2020,Sunday,15:00:00,The Truth Behind Our First Reality Show | kNOCk Out EXPOSED,372384,23:21:00,5700,142,372,Ryan Sylvia,kNOCK OUT! (Reality Show),37.24,97.59
273,23-02-2020,Sunday,15:00:00,Who Will WIN? | kNOCk Out Grand Finale (with JianHao Tan & Dee Kosh),528536,09:10:00,10000,326,3333,Ryan Sylvia,kNOCK OUT! (Reality Show),52.87,96.99
274,16-02-2020,Sunday,15:00:00,Secret HACKS To Make You An Instagram Star (with Andrea Chong) | kNOCk Out Episode 7,348302,09:37:00,5800,342,1641,Ryan Sylvia,kNOCK OUT! (Reality Show),34.84,94.51
275,09-02-2020,Sunday,15:00:00,"Who Wore it BEST? Fashion Dress Up Challenge (with Rachel from Love, Bonito) | kNOCk Out Episode 6",367061,10:45:00,5400,1000,2600,Ryan Sylvia,kNOCK OUT! (Reality Show),36.71,84.49
276,02-02-2020,Sunday,15:00:00,Judges CRY at Most Heartbreaking Elimination (with Munah) | kNOCk Out Episode 5,410602,08:43:00,6500,1300,1994,Ryan Sylvia,kNOCK OUT! (Reality Show),41.07,82.91
277,26-01-2020,Sunday,15:00:00,Harshest Host ROASTS Contestant with Attitude (with Dee Kosh) | kNOCk Out Episode 4,553086,12:18:00,7200,461,1559,Ryan Sylvia,kNOCK OUT! (Reality Show),55.33,94.04
278,19-01-2020,Sunday,15:00:00,BEST 5 Seconds Slow Motion in Swimming Pool WINS $1000! (with RRILEY) | kNOCk Out Episode 3,594558,05:58:00,6900,522,1899,Ryan Sylvia,kNOCK OUT! (Reality Show),59.47,93.04
279,12-01-2020,Sunday,15:00:00,Contestant FORGOT Her Lines On Stage (with Nathan Hartono) | kNOCk Out Episode 2,431279,08:33:00,6000,370,1277,Ryan Sylvia,kNOCK OUT! (Reality Show),43.14,94.28
280,05-01-2020,Sunday,15:00:00,Judges REACT to the WORST auditions (with JianHao Tan) | kNOCk Out Episode 1,622929,13:26:00,10000,1000,2051,Ryan Sylvia,kNOCK OUT! (Reality Show),62.30,91.04
281,30-08-2020,Sunday,21:00:00,The Titan Talent Show ($100 for Everyone),1363753,22:20:00,41000,861,4839,JianHao Tan,Life of JianHao,29.71,97.95
282,16-08-2020,Sunday,21:00:00,Try Not To Get MAD Challenge!,1916477,18:59:00,56000,1000,5574,JianHao Tan,Life of JianHao,41.75,98.09
283,02-08-2020,Sunday,21:00:00,SURPRISING MY WIFE WITH HER DREAM CAR AFTER PRANKI...,1254963,12:37:00,45000,1100,5466,JianHao Tan,Life of JianHao,27.34,97.58
284,14-07-2019,Sunday,21:00:00,JianHao Tan and Debbie's Wedding,5104887,08:39:00,187000,2500,25354,JianHao Tan,Life of JianHao,100.00,98.67
285,22-04-2018,Sunday,21:19:00,"MY $12,000 LIFE-SIZED IRON MAN SUIT",747417,10:05:00,17000,964,5346,JianHao Tan,Life of JianHao,16.26,94.80
286,05-04-2019,Friday,15:44:00,Three 3 Ways to Treat Yourself in April!,217319,10:44:00,2500,117,268,Ryan Sylvia,LIFESTYLE VIDEOS,21.73,95.69
287,20-09-2020,Sunday,15:00:00,Greatest Ramyun Cook Off with Singapore?s Worst Chefs?!,213322,14:27:00,3600,114,357,Ryan Sylvia,LIFESTYLE VIDEOS,21.37,96.98
288,06-09-2020,Sunday,15:00:00,Destroying Online Haters in a Rage Room??,195516,11:59:00,6000,266,1007,Ryan Sylvia,LIFESTYLE VIDEOS,19.56,95.80
289,02-08-2020,Sunday,15:00:00,WE SURPRISED OUR BOSSES?? | #NOC? 1 Million Specia,449475,19:42:00,14000,208,1264,Ryan Sylvia,LIFESTYLE VIDEOS,44.98,98.57
290,31-05-2020,Sunday,15:00:00,We Got A Divorce,1870582,20:53:00,52000,2100,9120,Ryan Sylvia,LIFESTYLE VIDEOS,100.00,96.09
291,12-04-2020,Sunday,15:00:00,COVID-19 Coronavirus Test!,353953,01:46:00,5200,249,812,Ryan Sylvia,LIFESTYLE VIDEOS,35.43,95.90
292,15-12-2019,Sunday,15:00:00,Cute Couple in Love! Music Test with Fans!,602754,07:08:00,9700,215,1574,Ryan Sylvia,LIFESTYLE VIDEOS,60.31,97.83
293,08-12-2019,Sunday,15:00:00,Girl Cries At Work | What Would You Do? | Social Experiment,701636,23:05:00,17000,270,1258,Ryan Sylvia,LIFESTYLE VIDEOS,70.20,98.48
294,24-11-2019,Sunday,15:00:00,Lies You Still Believe On The Internet! Myth Busted!,428826,15:28:00,12000,359,556,Ryan Sylvia,LIFESTYLE VIDEOS,42.90,97.28
295,10-11-2019,Sunday,15:00:00,Health Ed Test With Fans! Who Is Smarter?,264086,01:27:00,3600,116,568,Ryan Sylvia,LIFESTYLE VIDEOS,26.42,96.93
296,03-11-2019,Sunday,15:00:00,Our New House Tour! | 4K Home Theater,896751,15:43:00,10000,413,1064,Ryan Sylvia,LIFESTYLE VIDEOS,89.71,96.33
297,27-10-2019,Sunday,15:00:00,Our New House Tour! | $2 Million Apartment,1103866,19:59:00,14000,942,1602,Ryan Sylvia,LIFESTYLE VIDEOS,100.00,93.94
298,07-07-2019,Sunday,11:00:00,My Biggest Regret,315637,09:49:00,8400,130,577,Ryan Sylvia,LIFESTYLE VIDEOS,31.56,98.49
299,16-06-2019,Sunday,15:00:00,Math Test With Fans! Who Is Smarter?,989079,23:45:00,9600,475,1659,Ryan Sylvia,LIFESTYLE VIDEOS,98.91,95.29
300,09-06-2019,Sunday,15:00:00,Spicy Mala Challenge With Fans!,600118,22:48:00,7500,295,1592,Ryan Sylvia,LIFESTYLE VIDEOS,60.03,96.25
301,21-04-2019,Sunday,15:00:00,BLACKPINK - 'Kill This Love' - Dance Challenge in High Heels,1029884,15:00:00,16000,939,2639,Ryan Sylvia,LIFESTYLE VIDEOS,100.00,94.70
302,06-01-2019,Sunday,15:00:00,What To Do After O Level?,316334,11:32:00,5000,257,813,Ryan Sylvia,LIFESTYLE VIDEOS,31.64,95.17
303,23-06-2018,Saturday,15:00:00,Best Ladies Night Deals In Singapore,105992,06:12:00,2600,96,202,Ryan Sylvia,LIFESTYLE VIDEOS,10.60,96.45
304,28-02-2021,Sunday,15:00:00,Welcome To Aiken's Bachelor Pad! 3 Room Flat Makeover,358204,04:40:00,7900,168,612,Ryan Sylvia,LIFESTYLE VIDEOS,35.48,97.96
305,15-09-2018,Saturday,15:00:00,Crazy Diets on The Internet,174756,09:24:00,2400,209,306,Ryan Sylvia,LIFESTYLE VIDEOS,17.48,92.19
306,16-12-2018,Sunday,15:00:00,NOC Try Not To Laugh Challenge!,1092867,17:28:00,14000,498,1341,Ryan Sylvia,LIFESTYLE VIDEOS,100.00,96.64
307,28-10-2018,Sunday,15:00:00,NOC Mystery Challenge,423299,13:02:00,5700,193,375,Ryan Sylvia,LIFESTYLE VIDEOS,42.33,96.75
308,17-06-2018,Sunday,15:00:00,Challenge: So You Think You Can Shoot!,835062,16:27:00,10000,369,3928,Ryan Sylvia,LIFESTYLE VIDEOS,83.51,96.64
309,10-06-2018,Sunday,15:00:00,NOC Special Announcement,294982,03:40:00,5500,250,840,Ryan Sylvia,LIFESTYLE VIDEOS,29.50,95.69
310,20-01-2021,Sunday,18:00:00,Sliding Into DMs Is Totally Acceptable? -MasterDebater Ep 1,114802,21:54:00,3900,86,848,Wah Banana,Master Debater,8.76,97.85
311,03-06-2018,Sunday,15:00:00,Mega Bloopers 15,1061642,08:04:00,8900,318,633,Ryan Sylvia,NOC Behind The Scenes,100.00,96.57
312,10-08-2018,Friday,15:00:00,Cooking Up A Storm with Bangladeshi Migrant Workers!,146098,14:03:00,3600,93,305,Ryan Sylvia,NOC Nailed it!,14.61,97.54
313,21-12-2018,Friday,15:00:00,Simple & Impressive Christmas Dishes with Aurelia!,212093,12:28:00,2600,111,399,Ryan Sylvia,NOC Nailed it!,21.21,95.97
314,23-11-2018,Friday,15:00:00,Cooking with MasterChef Champion Zander Ng!,274061,12:53:00,4500,129,443,Ryan Sylvia,NOC Nailed it!,27.41,97.22
315,21-09-2018,Friday,15:00:00,Cooking with Aiken's Mom on a Budget!,294608,13:53:00,4400,94,403,Ryan Sylvia,NOC Nailed it!,29.46,97.93
316,13-04-2018,Friday,15:05:00,Mapo Tofu with Victoria!,317890,08:21:00,3300,109,423,Ryan Sylvia,NOC Nailed it!,31.79,96.87
317,23-02-2018,Friday,15:00:00,Making Tacos with Dee Kosh!,556164,06:57:00,6100,274,471,Ryan Sylvia,NOC Nailed it!,55.62,95.77
318,22-06-2018,Friday,15:00:00,Making The Most Beautiful Dish with Sya Sya!,610828,12:25:00,8300,331,711,Ryan Sylvia,NOC Nailed it!,61.08,96.17
319,14-10-2018,Sunday,15:00:00,Short Film: The Table,241313,10:37:00,5000,288,896,Ryan Sylvia,NOC Short Films,24.13,94.56
320,14-01-2018,Sunday,15:00:00,"Short Film: Dear, Replace The Batteries",297205,03:47:00,5700,697,613,Ryan Sylvia,NOC Short Films,29.72,89.23
321,01-09-2018,Saturday,15:00:00,All You Need to Know about LASIK,87962,06:16:00,1800,56,167,Ryan Sylvia,NOC Spotlight,8.80,97.11
322,07-07-2018,Saturday,15:00:00,Crazy Bar Deals Under $5 in Singapore,88114,05:37:00,2200,59,130,Ryan Sylvia,NOC Spotlight,8.81,97.41
323,06-10-2018,Saturday,15:00:00,Kids Special: Is Eczema Contagious?,95735,06:04:00,2800,65,0,Ryan Sylvia,NOC Spotlight,9.57,97.70
324,01-12-2018,Saturday,15:00:00,Painting Challenge! Who Is The Better Artist?,109193,10:22:00,1700,61,189,Ryan Sylvia,NOC Spotlight,10.92,96.66
325,28-04-2018,Saturday,15:00:00,Things You Don't Know About Sensitive Skin!,131470,10:31:00,2300,100,836,Ryan Sylvia,NOC Spotlight,13.15,95.89
326,09-06-2018,Saturday,15:00:00,Hidden Secrets of the Beauty Industry,160306,09:51:00,2800,138,249,Ryan Sylvia,NOC Spotlight,16.03,95.45
327,18-08-2018,Saturday,15:00:00,The Truth About Being An Actor,182859,09:58:00,4200,95,279,Ryan Sylvia,NOC Spotlight,18.29,97.83
328,29-09-2018,Saturday,15:00:00,Are Singaporeans Anti-Gay?,193359,05:30:00,3800,313,884,Ryan Sylvia,NOC Spotlight,19.34,92.47
329,12-05-2018,Saturday,15:00:00,What You Should Not Do in a Grab,233569,06:23:00,3400,180,452,Ryan Sylvia,NOC Spotlight,23.36,95.11
330,15-12-2018,Saturday,15:00:00,Axe Throwing Challenge! Aiken vs Aurelia,252856,10:55:00,2800,179,394,Ryan Sylvia,NOC Spotlight,25.29,94.17
331,14-04-2018,Saturday,15:00:00,Things You Must Know About Online Dating,271429,16:59:00,3200,173,245,Ryan Sylvia,NOC Spotlight,27.14,94.95
332,26-05-2018,Saturday,15:00:00,History of Sanitary Pads,278754,09:20:00,4900,278,810,Ryan Sylvia,NOC Spotlight,27.88,94.63
333,04-08-2018,Saturday,15:00:00,What Happens to Abandoned Pets?,290186,08:35:00,5600,105,529,Ryan Sylvia,NOC Spotlight,29.02,98.18
